UANUM,UANAME,4 Week Rate,Latitude,Longitude
1279,"Alexandria, LA",6758.9473684211,31.311111100000005,-92.445
1306,"Alexandria, MN",1459.0,45.8852778,-95.3772222
1333,"Alfred, NY",2983.3333333333007,42.2541667,-77.7908333
1360,"Algoma, WI",675.0,44.6088889,-87.4325
1387,"Algona, IA",500.0,43.07,-94.2327778
1414,"Alice, TX",10394.4285714286,27.751944399999996,-98.0694444
1441,"Allegan, MI",3020.0,42.529166700000005,-85.8552778
1468,"Allendale, SC",65191.6666666667,33.0077778,-81.3086111
1495,"Allentown, PA--NJ",3360.0,40.6083333,-75.4905556
1522,"Alliance, NE",3375.0,42.1016667,-102.8716667
1549,"Alliance, OH",3391.5,40.9152778,-81.10611109999999
1630,"Alma--St. Louis, MI",2040.0,43.398006,-84.668091
1603,"Alma, GA",1875.0,31.539166700000003,-82.4625
1657,"Almont, MI",52958.3333333333,42.92055560000001,-83.045
1684,"Alpena, MI",3880.0,45.0616667,-83.4327778
1711,"Alpine, TX",1733.3333333332998,30.358333299999998,-103.6605556
1738,"Altavista, VA",2500.0,37.1116667,-79.2858333
1765,"Alton, IL--MO",6300.0,38.890555600000006,-90.1841667
1792,"Altoona, PA",12340.416666666699,40.5186111,-78.395
1819,"Alturas, CA",3151.0,41.4872222,-120.5413889
1846,"Altus, OK",600.0,34.6380556,-99.33361109999998
1873,"Alva, OK",600.0,36.805,-98.6661111
1900,"Alvarado, TX",3150.0,32.406388899999996,-97.2113889
1927,"Amarillo, TX",1050.0,35.2219444,-101.8308333
1981,"American Falls, ID",2660.0,42.78611110000001,-112.85361110000001
2008,"Americus, GA",4840.0,32.0722222,-84.2327778
2035,"Amery, WI",1702.8571428572,45.3069444,-92.3619444
2062,"Ames, IA",500.0,42.0347222,-93.61972220000001
2116,"Amite City, LA",2185.6666666667,30.726575,-90.508981
2143,"Amory, MS",7556.25,33.9841667,-88.4880556
2170,"Amsterdam, NY",28526.0,42.9386111,-74.18861109999999
2197,"Anaconda-Deer Lodge County, MT",913.0,46.1263,-112.94783600000001
2224,"Anacortes, WA",2750.0,48.5127778,-122.6113889
2251,"Anadarko, OK",27552.3076923077,35.0725,-98.2433333
2278,"Anamosa, IA",9709.3333333333,42.1083333,-91.285
2332,"Anchorage Northeast, AK",3850.0,61.218056000000004,-149.90027800000001
2305,"Anchorage, AK",3850.0,61.2180556,-149.90027780000003
2359,"Andalusia, AL",1347.7142857142999,31.308333299999997,-86.4833333
2386,"Anderson, IN",633.3333333333001,40.105277799999996,-85.6802778
2413,"Anderson, SC",1800.0,34.5033333,-82.6502778
2440,"Andrews, SC",966.6666666666999,33.451111100000006,-79.56111109999999
2467,"Andrews, TX",2800.0,32.318611100000005,-102.5452778
2494,"Angels, CA",10606.25,38.067783,-120.53853000000001
2548,"Angola, IN",1500.0,41.6347222,-84.9994444
2602,"Ann Arbor, MI",4500.0,42.2708333,-83.7263889
2575,"Anna, IL",3060.0,37.4602778,-89.2469444
2581,"Anna, TX",78975.0,33.3488889,-96.5483333
2590,"Annandale, MN",4690.0,45.2627778,-94.1241667
2629,"Anniston--Oxford, AL",4691.4545454546005,33.6141667,-85.835
2656,"Antigo, WI",5584.6428571429005,45.1402778,-89.15222220000001
2683,"Antioch, CA",72659.7083333333,38.005,-121.8047222
2710,"Apalachicola, FL",9471.6428571429,29.725555600000003,-84.9833333
2773,"Apple Valley, OH",15860.0,40.86555560000001,-80.9483333
2764,"Appleton, WI",4956.25,44.2619444,-88.4152778
2791,"Arab, AL",1600.0,34.3180556,-86.4958333
2825,"Arbuckle, CA",3712.3333333333003,39.0175,-122.05666670000001
2845,"Arcade, NY",2983.3333333333007,42.533888899999994,-78.4233333
2912,"Arcadia--Southeast Arcadia, FL",1933.3333333332998,27.215555600000005,-81.85861109999999
2899,"Arcadia, LA",1828.0,32.548888899999994,-92.92
2901,"Arcadia, WI",18778.4615384615,44.2527778,-91.50138890000001
2926,"Arcata-McKinleyville, CA",3151.0,40.9466667,-124.09944440000001
2953,"Archbold, OH",2550.0,41.5213889,-84.30722220000001
2965,"Archer Lodge--Clayton, NC",2908.5,35.650555600000004,-78.4566667
2980,"Arcola, IL",2270.0,39.6847222,-88.3063889
3007,"Ardmore, OK",1460.0,34.1741667,-97.1433333
3034,"Arecibo, PR",5600.0,18.4744444,-66.7161111
3088,"Arizona City, AZ",123595.375,32.7558333,-111.6702778
3115,"Arkadelphia, AR",1633.3333333332998,34.1208333,-93.0536111
3142,"Arkansas City, KS",9540.0,37.061944399999994,-97.03805559999999
3158,"Arlington, TN",24436.5416666667,35.296111100000005,-89.6613889
3196,"Arroyo Grande--Grover Beach, CA",6351.75,35.1216667,-120.6202778
3223,"Artesia, NM",1733.3333333332998,32.8422222,-104.4027778
3250,"Arvin, CA",38568.6923076923,35.209166700000004,-118.8275
3277,"Ashburn, GA",1875.0,31.7058333,-83.6533333
3304,"Ashdown, AR",953.3333333333001,33.6741667,-94.1311111
3331,"Asheboro, NC",11800.0,35.7077778,-79.81388890000001
3358,"Asheville, NC",9511.1111111111,35.6008333,-82.5541667
3439,"Ashland City, TN",34474.0,36.2741667,-87.0641667
3365,"Ashland, MO",7360.0,38.77444439999999,-92.2569444
3375,"Ashland, NE",1482.75,41.0391667,-96.3680556
3385,"Ashland, OH",2373.0,40.8686111,-82.31833329999999
3395,"Ashland, PA",2904.0,40.7816667,-76.34611109999999
3412,"Ashland, WI",7396.0,46.5925,-90.8836111
3466,"Ashtabula, OH",7168.75,41.865,-80.79
3493,"Ashville, OH",3290.0,39.7155556,-82.9530556
3520,"Aspen, CO",1550.0,39.1911111,-106.81694440000001
3547,"Astoria, OR",43103.1818181818,46.188055600000006,-123.83
3601,"Atchison, KS--MO",1066.6666666667,39.563055600000006,-95.12138890000001
3763,"Athens-Clarke County, GA",1000.0,33.951935,-83.357567
3655,"Athens, AL",3500.0,34.8027778,-86.9716667
3682,"Athens, OH",2000.0,39.3291667,-82.1013889
3709,"Athens, TN",1234.375,35.4427778,-84.5930556
3736,"Athens, TX",3000.0,32.2047222,-95.8552778
3790,"Athol, MA",31689.0,42.595833299999995,-72.2272222
3817,"Atlanta, GA",4000.0,33.7488889,-84.3880556
3844,"Atlanta, TX",953.3333333333001,33.1136111,-94.1641667
3898,"Atlantic City, NJ",18022.2222222222,39.3641667,-74.4233333
3871,"Atlantic, IA",900.0,41.403611100000006,-95.01361109999999
3925,"Atmore, AL",6945.0,31.023611100000004,-87.4938889
3957,"Atoka, TN",24436.5416666667,35.4411111,-89.7780556
3979,"Attica, IN",2375.0,40.2941667,-87.24888890000001
4006,"Attica, NY",2983.3333333333007,42.8641667,-78.2805556
4330,"Au Sable, MI",3880.0,44.4108333,-83.3322222
4021,"Aubrey, TX",78975.0,33.3041667,-96.9858333
4130,"Auburn--North Auburn, CA",72659.7083333333,38.896666700000004,-121.07583329999999
4033,"Auburn, AL",6793.210526315799,32.6097222,-85.4808333
4054,"Auburn, IL",2150.0,39.591666700000005,-89.74638890000001
4060,"Auburn, IN",1500.0,41.366944399999994,-85.05888890000001
4087,"Auburn, NE",900.0,40.3927778,-95.8386111
4114,"Auburn, NY",12064.5,42.9316667,-76.5663889
4222,"Augusta-Richmond County, GA--SC",2625.0,33.473498,-82.010515
4168,"Augusta, KS",9540.0,37.6866667,-96.9763889
4195,"Augusta, ME",2300.0,44.3105556,-69.78
4249,"Aumsville, OR",2100.0,44.841111100000006,-122.86972220000001
4276,"Aurora, MO",5803.3076923077015,36.970833299999995,-93.7177778
4303,"Aurora, NE",2941.8,40.8672222,-98.0038889
4357,"Austin, MN",17447.5,43.6666667,-92.9744444
4384,"Austin, TX",58266.6666666667,30.266944399999996,-97.7427778
4411,"Ava, MO",4780.0,36.951944399999995,-92.66027779999999
4438,"Avalon, CA",,33.3427778,-118.32694440000002
4465,"Avenal, CA",6351.75,36.0041667,-120.12805559999998
4519,"Avon, NY",35146.1538461538,42.911944399999996,-77.7458333
4549,"Avondale--Goodyear, AZ",123595.375,33.4352778,-112.3575
4573,"Avra Valley, AZ",23490.7619047619,32.4377778,-111.3147222
4587,"Aztec, NM",2750.0,36.8222222,-107.9922222
4600,"Bad Axe, MI",3880.0,43.8019444,-83.0008333
4627,"Bainbridge, GA",7500.0,30.903611100000003,-84.5755556
4654,"Baker City, OR",1353.3333333333,44.775,-117.83333329999999
4681,"Bakersfield, CA",38568.6923076923,35.3733333,-119.01777779999999
4708,"Bald Knob, AR",1410.0,36.281388899999996,-90.4480556
4789,"Baldwin City, KS",2700.0,38.775,-95.18611109999999
4762,"Baldwin, WI",1702.8571428572,44.966666700000005,-92.3741667
4816,"Ballinger, TX",3376.9230769231,31.738055600000003,-99.9469444
4843,"Baltimore, MD",122361.3125,39.2902778,-76.6125
4870,"Baltimore, OH",3290.0,39.8452778,-82.6008333
4897,"Bamberg, SC",65191.6666666667,33.296944399999994,-81.035
4924,"Bandon, OR",3500.0,43.1191667,-124.4072222
4951,"Bangor, ME",2300.0,44.8011111,-68.7783333
5086,"Bar Harbor, ME",266514.0,44.3875,-68.2044444
5005,"Baraboo, WI",1425.0,43.4711111,-89.74416670000001
5032,"Barbourville, KY",1200.0,36.8663889,-83.88888890000001
5059,"Bardstown, KY",2762.5,37.8091667,-85.4669444
5113,"Barnesville, GA",4840.0,33.054444399999994,-84.1558333
5140,"Barnesville, OH",5644.4444444445,39.9880556,-81.1766667
5167,"Barnstable Town, MA",17760.0,41.700321,-70.300202
5194,"Barnwell, SC",65191.6666666667,33.2447222,-81.35888890000001
5221,"Barre--Montpelier, VT",2478.5714285714002,44.26,-72.5758333
5248,"Barron, WI",1702.8571428572,45.40138889999999,-91.8488889
5275,"Barrow, AK",3850.0,71.2905556,-156.7886111
5302,"Barstow, CA",23734.2857142857,34.898611100000004,-117.02194440000001
5329,"Bartlesville, OK",14163.1578947368,36.7472222,-95.9805556
5356,"Bartlett, TX",5073.4375,30.794722200000002,-97.42527779999999
5410,"Basalt--El Jebel, CO",1550.0,39.395,-107.08972220000001
5423,"Basehor, KS",2700.0,39.1416667,-94.9383333
5437,"Bastrop, LA",4349.4166666667,32.756111100000005,-91.87222220000001
5464,"Bastrop, TX",58266.6666666667,30.1102778,-97.315
5491,"Batavia, NY",2983.3333333333007,42.9980556,-78.18777779999999
5518,"Batesburg-Leesville, SC",65191.6666666667,33.916388899999994,-81.51361109999999
5545,"Batesville, AR",1350.0,35.769722200000004,-91.6408333
5572,"Batesville, IN",1434.2857142857001,39.3,-85.2222222
5599,"Batesville, MS",4020.0,34.3113889,-89.9441667
5653,"Bath, NY",35146.1538461538,42.33694439999999,-77.3180556
5680,"Baton Rouge, LA",16631.6153846154,30.450555600000005,-91.1544444
5707,"Battle Creek, MI",2466.6666666667,42.3211111,-85.1797222
5761,"Battle Mountain, NV",840.0,40.6422222,-116.93333329999999
5734,"Battlement Mesa, CO",2750.0,39.166388899999994,-108.13833329999999
5788,"Baxley, GA",1875.0,31.778055600000005,-82.34861109999999
5815,"Baxter Springs, KS",5455.88,37.023611100000004,-94.73527779999999
5869,"Bay City, MI",3880.0,43.59444439999999,-83.88888890000001
5896,"Bay City, TX",3276.5,26.3327778,-97.4391667
5923,"Bay Minette, AL",6945.0,30.8827778,-87.77305559999999
5842,"Bayard, NM",2142.8571428572,32.7616667,-108.13
5904,"Bayfield, CO",2750.0,37.22555560000001,-107.5975
5958,"Bealeton, VA",4200.0,38.5716667,-77.7641667
5977,"Beardstown, IL",3000.0,40.0175,-90.4241667
6004,"Beatrice, NE",1482.75,40.268055600000004,-96.7466667
6031,"Beaufort--Port Royal, SC",4800.0,32.3788889,-80.69277779999999
6058,"Beaumont, TX",7921.5555555556,30.085833299999997,-94.1016667
6085,"Beaver Dam, KY",2899.5,37.4019444,-86.8758333
6112,"Beaver Dam, WI",123220.0,43.4577778,-88.83722220000001
6076,"Beaver, UT",8966.6666666667,38.2769444,-112.64027779999999
6128,"Becker, MN",4690.0,45.3933333,-93.8766667
6139,"Beckley, WV",2071.7857142857,37.7780556,-81.1883333
6166,"Bedford, IN",2620.8333333333,38.8611111,-86.4872222
6186,"Bedford, NY",10843.0,41.2041667,-73.6441667
6193,"Bedford, PA",46137.4166666667,40.0186111,-78.5041667
6220,"Bedford, VA",7843.75,37.334166700000004,-79.5233333
6247,"Beebe, AR",1350.0,35.070555600000006,-91.8794444
6261,"Beecher, IL",140155.083333333,41.3405556,-87.62138890000001
6274,"Beeville, TX",10394.4285714286,28.400555600000004,-97.7480556
6301,"Belding, MI",1864.2857142857001,43.097777799999996,-85.22888890000002
6335,"Belfair, WA",151865.05,47.4508333,-122.8261111
6355,"Belfast, ME",2300.0,44.4258333,-69.0069444
6382,"Belgrade, MT",2466.6666666667,45.7761111,-111.1761111
6490,"Belle Fourche, SD",1090.0,44.6713889,-103.8516667
6517,"Belle Glade, FL",85259.25,26.684166700000002,-80.6677778
6571,"Belle Plaine, MN",1700.0,44.6227778,-93.7683333
6436,"Bellefontaine, OH",1770.0,40.3611111,-83.75972220000001
6463,"Bellefonte, PA",6285.714285714301,40.9133333,-77.77861109999999
6598,"Bellevue, IA",4451.052631579,42.2586111,-90.42277779999999
6625,"Bellevue, OH",2373.0,41.273611100000004,-82.8416667
6652,"Bellingham, WA",2750.0,48.7597222,-122.48694440000001
6679,"Bellows Falls, VT--NH",5189.0833333333,43.1333333,-72.4444444
6692,"Bells, TN",2662.5,35.711111100000004,-89.0875
6706,"Bellville, TX",1328.5714285714,29.95,-96.2569444
6733,"Beloit, KS",1974.6,39.4561111,-98.1058333
6760,"Beloit, WI--IL",1681.9230769230999,42.5083333,-89.0316667
6770,"Belterra, TX",58266.6666666667,30.189736,-97.98380999999999
6779,"Belton, SC",1800.0,34.5227778,-82.4944444
6787,"Belvidere, NJ--PA",3360.0,40.8297222,-75.0780556
6814,"Belzoni, MS",1355.5,33.1841667,-90.4891667
6841,"Bemidji, MN",1761.25,47.47361110000001,-94.88
6868,"Bend, OR",3500.0,44.0583333,-121.31416670000002
6895,"Bennettsville, SC",1250.0,34.6172222,-79.685
6922,"Bennington, VT",5189.0833333333,42.8780556,-73.19722220000001
6949,"Benson, AZ",23490.7619047619,31.9677778,-110.2938889
6976,"Benson, MN",1897.0,45.315,-95.5997222
7003,"Benson, NC",2908.5,35.381944399999995,-78.54888890000001
7111,"Benton City, WA",5660.0,46.2633333,-119.48666670000001
7138,"Benton Harbor--St. Joseph--Fair Plain, MI",2712.5,42.08694439999999,-86.4558333
7030,"Benton, IL",2286.0,37.9966667,-88.92
7057,"Benton, KY",1706.25,36.8572222,-88.35027779999999
7084,"Benton, LA",7612.7777777778,32.6947222,-93.7416667
7165,"Berea, KY",2025.0,37.568611100000005,-84.29638890000001
7192,"Berlin, NH",2300.0,44.468611100000004,-71.1855556
7219,"Berlin, WI",123220.0,43.96805560000001,-88.94333329999999
7246,"Berne, IN",1736.0,40.6577778,-84.9519444
7273,"Berrien Springs, MI",2712.5,41.946388899999995,-86.33888890000001
7300,"Berryville, AR",4780.0,36.3647222,-93.56777779999999
7327,"Berryville, VA",4200.0,39.1516667,-77.9825
7354,"Bethany, MO",2025.0,40.2656,-94.0339
7381,"Bethel, AK",3850.0,60.792222200000005,-161.7558333
7408,"Bethel, OH",25050.0,38.9636111,-84.0808333
7462,"Beulah, ND",591.6666666666999,47.2633333,-101.7775
7489,"Bicknell, IN",937.5,38.7741667,-87.3077778
7508,"Big Bear City, CA",23734.2857142857,34.2611111,-116.84416670000002
7543,"Big Lake, TX",3376.9230769231,31.191388899999996,-101.46
7597,"Big Pine Key, FL",16333.333333333301,24.6694444,-81.35416670000001
7624,"Big Rapids, MI",3185.0,43.6980556,-85.48361109999999
7651,"Big Spring, TX",69809.7222222222,30.079722200000003,-95.4169444
7678,"Big Stone Gap, VA",8190.3529411765,36.881666700000004,-82.74722220000001
7705,"Billings, MT",9423.3333333333,45.783333299999995,-108.5
7732,"Binghamton, NY--PA",5100.0,42.09861110000001,-75.9183333
7759,"Birch Bay, WA",3850.0,48.9180556,-122.74333329999999
7786,"Birmingham, AL",64848.0,33.5205556,-86.8025
7813,"Bisbee, AZ",23490.7619047619,31.448055600000004,-109.92777779999999
7824,"Biscoe, NC",1350.0,35.3597222,-79.78
7840,"Bishop, CA",41198.0,37.3636111,-118.39416670000001
7867,"Bishop, TX",10394.4285714286,27.585833299999997,-97.79888890000001
7894,"Bishopville, SC",966.6666666666999,34.21805560000001,-80.24861109999999
7921,"Bismarck, ND",1695.0,46.8083333,-100.7833333
7975,"Black River Falls, WI",17447.5,44.861388899999994,-92.62361109999999
7948,"Blackfoot, ID",1050.0,43.1905556,-112.34416670000002
8002,"Blacksburg, VA",4595.0,37.2294444,-80.4141667
8029,"Blackshear, GA",4100.8,31.3058333,-82.2422222
8056,"Blackstone, VA",3112.5,37.0802778,-77.9975
8083,"Blackwell, OK",3550.0,36.804444399999994,-97.2825
8137,"Blair, NE",3325.0,41.544444399999996,-96.12472220000001
8164,"Blairsville, PA",8271.4285714286,40.4311111,-79.2611111
8191,"Blakely, GA",17884.0,31.3775,-84.9341667
8209,"Blanchard, OK",27552.3076923077,35.1377778,-97.65777779999999
8218,"Blanchester, OH",18936.111111111102,39.2930556,-83.9888889
8245,"Blanding, UT",2750.0,37.6241667,-109.4775
8272,"Blissfield, MI",2550.0,41.8325,-83.8625
8299,"Bloomer, WI",18778.4615384615,45.1002778,-91.48861109999999
8326,"Bloomfield, IN",7098.5714285714,39.0269444,-86.9375
8353,"Bloomfield, NM",2750.0,36.711111100000004,-107.9838889
8407,"Bloomington--Normal, IL",4696.5,40.514166700000004,-88.9905556
8380,"Bloomington, IN",7098.5714285714,39.1652778,-86.52638890000001
8434,"Bloomsburg--Berwick, PA",2904.0,41.054444399999994,-76.23361109999999
8461,"Blountstown, FL",9471.6428571429,30.4433333,-85.0452778
8488,"Blue Earth, MN",1388.3333333332998,43.6375,-94.10194440000001
8515,"Bluefield, WV--VA",1629.8571428572,37.269722200000004,-81.2225
8542,"Bluffton, IN",12500.0,40.7386111,-85.1716667
8569,"Bluffton, OH",1625.0,40.8952778,-83.88888890000001
8623,"Blythe, CA--AZ",10553.5714285714,33.6102778,-114.59555559999998
8650,"Blytheville, AR",1455.7142857142999,35.9272222,-89.91888890000001
8677,"Boardman, OR",5660.0,45.84,-119.69944440000002
8704,"Boerne, TX",50783.3333333333,29.794444399999996,-98.7316667
8731,"Bogalusa, LA",1312.5,30.7908333,-89.84861109999999
8749,"Boiling Spring Lakes, NC",4200.0,34.0302778,-78.0675
8758,"Boiling Springs, NC",1053.8461538462,35.2541667,-81.66722220000001
8785,"Boise City, ID",3920.0,43.61871,-116.214607
8812,"Bolivar, MO",5803.3076923077015,37.6144444,-93.41027779999999
8839,"Bolivar, OH",3391.5,40.65,-81.45222220000001
8866,"Bolivar, TN",2662.5,35.256111100000005,-88.98777779999999
8893,"Bonadelle Ranchos-Madera Ranchos, CA",8432.0,36.9311111,-119.88055559999998
8920,"Bonham, TX",1195.0,33.5772222,-96.1780556
8947,"Bonifay, FL",17884.0,30.7916667,-85.6797222
8974,"Bonita Springs, FL",13970.0,26.339444399999994,-81.77888890000001
8992,"Bonneauville, PA",4695.8333333333,39.811944399999994,-77.1375
9001,"Bonners Ferry, ID",12850.384615384599,48.6913889,-116.31527779999999
9028,"Boone, IA",500.0,42.0597222,-93.88
9055,"Boone, NC",2800.0,36.216666700000005,-81.6747222
9082,"Booneville, AR",20325.1875,35.14,-93.92138890000001
9109,"Booneville, MS",2380.0,34.658055600000004,-88.5666667
9163,"Boonville, IN",13915.2608695652,38.0491667,-87.2741667
9190,"Boonville, MO",1437.5,38.97361110000001,-92.7430556
9217,"Borger, TX",1050.0,35.667777799999996,-101.3969444
9244,"Boscobel, WI",1200.0,43.13444439999999,-90.70527779999999
9271,"Boston, MA--NH--RI",266514.0,42.3583333,-71.0602778
9325,"Boulder City, NV",25823.6,35.9786111,-114.83166670000001
9298,"Boulder, CO",800.0,40.015,-105.27
9352,"Bowie, TX",3150.0,33.5588889,-97.8483333
9379,"Bowling Green, KY",2400.0,38.140555600000006,-83.0752778
9406,"Bowling Green, MO",2996.1538461539008,39.341944399999996,-91.195
9433,"Bowling Green, OH",3391.5,40.9458333,-81.4833333
9460,"Box Elder, SD",9588.1111111111,44.1125,-103.06777779999999
9487,"Boyne City, MI",3185.0,45.216666700000005,-85.01388890000001
9514,"Bozeman, MT",1750.0,45.6797222,-111.03777779999999
9532,"Brackettville, TX",2400.0,29.310277799999998,-100.4175
9541,"Bradford, PA--NY",6520.0,41.9558333,-78.6441667
9568,"Brady, TX",2400.0,31.135,-99.3347222
9600,"Braidwood--Coal City--Wilmington, IL",140155.083333333,41.3077778,-88.1466667
9622,"Brainerd, MN",2010.0,46.35805560000001,-94.2005556
9649,"Brandon, SD",20318.8333333333,43.5947222,-96.57166670000001
9676,"Branson, MO",4780.0,36.6436111,-93.2183333
9703,"Brattleboro, VT--NH",31689.0,42.8508333,-72.5583333
9730,"Brawley, CA",7587.5,32.9786111,-115.52944440000002
9784,"Brazoria, TX",1691.6666666667002,29.0441667,-95.5688889
9801,"Breaux Bridge, LA",16190.0,30.273333299999997,-91.8991667
9811,"Breckenridge, CO",13720.0,39.4816667,-106.03777779999999
9838,"Breckenridge, TX",3325.0,32.7555556,-98.9019444
9865,"Breese, IL",983.3333333333001,38.610555600000005,-89.5269444
9892,"Bremen, GA",1687.5,33.7211111,-85.1455556
9919,"Bremen, IN",1316.6666666667,41.446388899999995,-86.14805559999999
9946,"Bremerton, WA",151865.05,47.5675,-122.63138889999999
9973,"Brenham, TX",1328.5714285714,30.1666667,-96.3975
10000,"Brent, AL",9227.8095238095,32.9372222,-87.1647222
10027,"Brevard, NC",1800.0,35.2333333,-82.7344444
10081,"Brewton, AL",18726.25,31.105,-87.07222220000001
10162,"Bridgeport--Stamford, CT--NY",300105.0,40.712784,-74.005941
10135,"Bridgeport, TX",3150.0,33.21,-97.7544444
10189,"Bridgeton, NJ",6486.666666666701,39.4272222,-75.2344444
10198,"Bridgeville, DE",6486.666666666701,38.7425,-75.60472220000001
10297,"Brillion, WI",5908.333333333299,44.1772222,-88.0641667
10324,"Brinkley, AR",1350.0,34.8877778,-91.1944444
10351,"Bristol--Bristol, TN--VA",2627.2,36.585627,-82.15746800000001
10378,"Bristow, OK",14163.1578947368,35.830555600000004,-96.3908333
10405,"Broadway, VA",2812.5,38.6130556,-78.7991667
10418,"Brockport, NY",2983.3333333333007,43.2136111,-77.9394444
10426,"Brockway, PA",9175.8333333333,41.2491667,-78.7997222
10459,"Brodhead, WI",1681.9230769230999,42.618333299999996,-89.37611109999999
10513,"Broken Bow, NE",1064.6666666667,41.4019444,-99.63888890000001
10540,"Broken Bow, OK",1195.0,34.029166700000005,-94.7388889
10567,"Brookfield, MO",3322.7272727273,39.7844444,-93.0733333
10594,"Brookhaven, MS",1140.0,31.578888899999995,-90.4405556
10621,"Brookings, OR",3500.0,42.0527778,-124.28277779999999
10648,"Brookings, SD",1130.0,44.3113889,-96.7980556
10675,"Brooklyn, MI",2466.6666666667,42.1058333,-84.2483333
10702,"Brookshire, TX",69809.7222222222,29.7858333,-95.9508333
10810,"Brookville, PA",9175.8333333333,41.16111110000001,-79.08333329999999
10837,"Brownfield, TX",952.5,33.1811111,-102.2738889
10864,"Browning, MT",1116.6666666667,48.5569444,-113.0125
10891,"Browns Mills--Fort Dix, NJ",18022.2222222222,40.0297222,-74.6188889
10918,"Brownstown, IN",1470.0,38.8788889,-86.0419444
10945,"Brownsville, TN",2662.5,35.593888899999996,-89.26222220000001
10972,"Brownsville, TX",3276.5,25.9013889,-97.49722220000001
10999,"Brownwood, TX",3325.0,31.7091667,-98.99083329999999
11026,"Brunswick, GA",4100.8,31.1497222,-81.4916667
11053,"Brunswick, MD--VA",4200.0,39.3141667,-77.6280556
11040,"Brunswick, ME",2300.0,43.914444399999994,-69.9658333
11080,"Brush, CO",4550.0,40.258888899999995,-103.6233333
11107,"Bryan, OH",1500.0,41.4747222,-84.5525
11134,"Buckeye, AZ",123595.375,33.3702778,-112.58305559999998
11161,"Buckhannon, WV",2606.5454545455,38.993888899999995,-80.23222220000001
11175,"Buckhead (Bryan County), GA",12150.0,31.853236,-81.269778
11188,"Buckner, MO",60467.5,39.1325,-94.1983333
11215,"Bucyrus, OH",2315.5,40.8083333,-82.97555559999999
11242,"Buena Vista, CO",1550.0,38.8422222,-106.13055559999998
11269,"Buena Vista, VA",1250.0,37.7341667,-79.35416670000001
11296,"Buffalo, MN",4690.0,45.171944399999994,-93.8744444
11323,"Buffalo, MO",1266.6666666667,37.6459,-93.0942
11350,"Buffalo, NY",37498.285714285696,42.8863889,-78.87861109999999
11377,"Buffalo, WY",816.6666666666998,44.3483333,-106.69833329999999
11404,"Buhl, ID",2050.0,42.599166700000005,-114.75861110000001
11415,"Buies Creek, NC",2908.5,35.41305560000001,-78.7358333
